번호,제품명,용량,가격,세부스펙,이미지,상품주소
295,AGI AI298 M.2 NVMe 서린,1TB,"235,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,200MB/s / 순차쓰기 : 1,700MB/s / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 160만 / TBW : 600TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 3.5mm / 5g 닫기",https://img.danuri.io/catalog-image/865/684/122/15206b82e34045a09b2559edf8f8725b.jpeg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=122684865&cate=112760
296,AGI AI298 M.2 NVMe 서린,512GB,"140,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,200MB/s / 순차쓰기 : 1,700MB/s / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 160만 / TBW : 600TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 3.5mm / 5g 닫기",https://img.danuri.io/catalog-image/865/684/122/15206b82e34045a09b2559edf8f8725b.jpeg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=122684878&cate=112760
297,트랜센드 MTE220S M.2 NVMe,2TB,"984,980","M.2 (2280) / PCIe3.0x4 (32GT/s) / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,300MB/s / 순차쓰기 : 1,250MB/s / 읽기IOPS : 190K / 쓰기IOPS : 300K / [지원기능] GC / S.M.A.R.T / SLC캐싱 / TRIM / ECC / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 550TB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 3.58mm / 8g / [기타] 2023년 4월부로 업데이트로 인한 일부 스펙 변경 적용 닫기",https://img.danuri.io/catalog-image/865/049/008/25b875f9a63f47f3bdadc932e19ea353.jpg?shrink=130:130&_v=20260921080441,https://prod.danawa.com/info/?pcode=11093694&cate=112760
298,트랜센드 MTE220S M.2 NVMe,1TB,"680,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,300MB/s / 순차쓰기 : 1,250MB/s / 읽기IOPS : 190K / 쓰기IOPS : 300K / [지원기능] GC / S.M.A.R.T / SLC캐싱 / TRIM / ECC / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 550TB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 3.58mm / 8g / [기타] 2023년 4월부로 업데이트로 인한 일부 스펙 변경 적용 닫기",https://img.danuri.io/catalog-image/865/049/008/25b875f9a63f47f3bdadc932e19ea353.jpg?shrink=130:130&_v=20260921080441,https://prod.danawa.com/info/?pcode=8049886&cate=112760
299,트랜센드 MTE220S M.2 NVMe,512GB,"316,720","M.2 (2280) / PCIe3.0x4 (32GT/s) / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,300MB/s / 순차쓰기 : 1,250MB/s / 읽기IOPS : 190K / 쓰기IOPS : 300K / [지원기능] GC / S.M.A.R.T / SLC캐싱 / TRIM / ECC / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 550TB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 3.58mm / 8g / [기타] 2023년 4월부로 업데이트로 인한 일부 스펙 변경 적용 닫기",https://img.danuri.io/catalog-image/865/049/008/25b875f9a63f47f3bdadc932e19ea353.jpg?shrink=130:130&_v=20260921080441,https://prod.danawa.com/info/?pcode=8049874&cate=112760
300,트랜센드 MTE220S M.2 NVMe,256GB,"193,940","M.2 (2280) / PCIe3.0x4 (32GT/s) / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,300MB/s / 순차쓰기 : 1,250MB/s / 읽기IOPS : 190K / 쓰기IOPS : 300K / [지원기능] GC / S.M.A.R.T / SLC캐싱 / TRIM / ECC / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 550TB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 3.58mm / 8g / [기타] 2023년 4월부로 업데이트로 인한 일부 스펙 변경 적용 닫기",https://img.danuri.io/catalog-image/865/049/008/25b875f9a63f47f3bdadc932e19ea353.jpg?shrink=130:130&_v=20260921080441,https://prod.danawa.com/info/?pcode=8049865&cate=112760
301,PATRIOT P410 M.2 NVMe,2TB,"499,900","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 2,300MB/s / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] TBW : 160TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 3.8mm / 11g 닫기",https://img.danuri.io/catalog-image/561/721/106/ba619cb67e9b4341a34068231ae0903e.jpg?shrink=130:130&_v=20260921081046,https://prod.danawa.com/info/?pcode=106721537&cate=112760
302,PATRIOT P410 M.2 NVMe,1TB,"284,900","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 2,300MB/s / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] TBW : 160TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 3.8mm / 11g 닫기",https://img.danuri.io/catalog-image/561/721/106/ba619cb67e9b4341a34068231ae0903e.jpg?shrink=130:130&_v=20260921081046,https://prod.danawa.com/info/?pcode=106721555&cate=112760
303,PATRIOT P410 M.2 NVMe,500GB,"157,300","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 2,300MB/s / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] TBW : 160TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 3.8mm / 11g 닫기",https://img.danuri.io/catalog-image/561/721/106/ba619cb67e9b4341a34068231ae0903e.jpg?shrink=130:130&_v=20260921081046,https://prod.danawa.com/info/?pcode=106721561&cate=112760
304,ADATA XPG MARS 970 Plus M.2 NVMe,2TB,"594,970","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 10,500MB/s / 순차쓰기 : 9,500MB/s / 읽기IOPS : 1,600K / 쓰기IOPS : 1,400K / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 3.9mm / 10g 닫기",https://img.danuri.io/catalog-image/082/989/107/8a18ca66bc1246e787a7ad3908ed687a.jpg?shrink=130:130&_v=20260921081046,https://prod.danawa.com/info/?pcode=107989058&cate=112760
305,ADATA XPG MARS 970 Plus M.2 NVMe,1TB,"324,900","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 10,500MB/s / 순차쓰기 : 9,500MB/s / 읽기IOPS : 1,600K / 쓰기IOPS : 1,400K / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 3.9mm / 10g 닫기",https://img.danuri.io/catalog-image/082/989/107/8a18ca66bc1246e787a7ad3908ed687a.jpg?shrink=130:130&_v=20260921081046,https://prod.danawa.com/info/?pcode=107989082&cate=112760
306,트랜센드 SSD230S,2TB,"1,489,800","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 65K / 쓰기IOPS : 85K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 140TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 53g 닫기",https://img.danuri.io/catalog-image/610/825/004/3518d0fa623e4af68416cb92f733d513.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=7631194&cate=112760
307,트랜센드 SSD230S,4TB,"1,700,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 65K / 쓰기IOPS : 85K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 140TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 53g 닫기",https://img.danuri.io/catalog-image/610/825/004/3518d0fa623e4af68416cb92f733d513.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=17594117&cate=112760
308,트랜센드 SSD230S,1TB,"608,980","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 65K / 쓰기IOPS : 85K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 140TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 53g 닫기",https://img.danuri.io/catalog-image/610/825/004/3518d0fa623e4af68416cb92f733d513.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=5901598&cate=112760
309,트랜센드 SSD230S,512GB,"310,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 65K / 쓰기IOPS : 85K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 140TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 53g 닫기",https://img.danuri.io/catalog-image/610/825/004/3518d0fa623e4af68416cb92f733d513.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=4825561&cate=112760
310,트랜센드 SSD230S,256GB,"185,980","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 65K / 쓰기IOPS : 85K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 140TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 53g 닫기",https://img.danuri.io/catalog-image/610/825/004/3518d0fa623e4af68416cb92f733d513.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=4825610&cate=112760
311,GIGABYTE Gen4 4000E M.2 NVMe 피씨디렉트,1TB,"269,480","M.2 (2280) / PCIe4.0x4 (64GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,600MB/s / 순차쓰기 : 3,000MB/s / [지원기능] TRIM / HMB / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 300TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.3mm 닫기",https://img.danuri.io/catalog-image/905/226/098/0a8f16d5041049ac880c3238480e32c4.jpg?shrink=130:130&_v=20260921085750,https://prod.danawa.com/info/?pcode=122616252&cate=112760
312,GIGABYTE Gen4 4000E M.2 NVMe 피씨디렉트,500 GB,"162,420","M.2 (2280) / PCIe4.0x4 (64GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 3,600MB/s / 순차쓰기 : 3,000MB/s / [지원기능] TRIM / HMB / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 300TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.3mm 닫기",https://img.danuri.io/catalog-image/905/226/098/0a8f16d5041049ac880c3238480e32c4.jpg?shrink=130:130&_v=20260921085750,https://prod.danawa.com/info/?pcode=98226905&cate=112760
313,ADATA LEGEND 710 M.2 NVMe,1TB,"279,300","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC / 컨트롤러 : Realtek / [성능] 순차읽기 : 2,400MB/s / 순차쓰기 : 1,800MB/s / 읽기IOPS : 180K / 쓰기IOPS : 150K / [지원기능] HMB / SLC캐싱 / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 260TB / A/S기간 : 제한보증 , 3년 / 방열판 포함 / 두께 : 3.13mm 닫기",https://img.danuri.io/catalog-image/469/287/017/5cf9fe3594ca449894bc755b87381a86.jpg?shrink=130:130&_v=20260921081038,https://prod.danawa.com/info/?pcode=17287469&cate=112760
314,ADATA LEGEND 710 M.2 NVMe,512GB,"162,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC / 컨트롤러 : Realtek / [성능] 순차읽기 : 2,400MB/s / 순차쓰기 : 1,800MB/s / 읽기IOPS : 180K / 쓰기IOPS : 150K / [지원기능] HMB / SLC캐싱 / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 260TB / A/S기간 : 제한보증 , 3년 / 방열판 포함 / 두께 : 3.13mm 닫기",https://img.danuri.io/catalog-image/469/287/017/5cf9fe3594ca449894bc755b87381a86.jpg?shrink=130:130&_v=20260921081038,https://prod.danawa.com/info/?pcode=17287529&cate=112760
315,ADATA LEGEND 710 M.2 NVMe,256GB,"108,700","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC / 컨트롤러 : Realtek / [성능] 순차읽기 : 2,400MB/s / 순차쓰기 : 1,800MB/s / 읽기IOPS : 180K / 쓰기IOPS : 150K / [지원기능] HMB / SLC캐싱 / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 260TB / A/S기간 : 제한보증 , 3년 / 방열판 포함 / 두께 : 3.13mm 닫기",https://img.danuri.io/catalog-image/469/287/017/5cf9fe3594ca449894bc755b87381a86.jpg?shrink=130:130&_v=20260921081038,https://prod.danawa.com/info/?pcode=19649351&cate=112760
316,TeamGroup MS30 M.2 SATA,512GB,"146,640",M.2 (2280) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 실리콘모션 SM2258XT / [성능] 순차읽기 : 530MB/s / 순차쓰기 : 430MB/s / [지원기능] TRIM / ECC / DEVSLP / SLC캐싱 / GC / S.M.A.R.T / [환경특성] MTBF : 150만 / TBW : 256TB / A/S기간 : 3년 / 두께 : 3.5mm 닫기,https://img.danuri.io/catalog-image/922/911/007/1ac7741c6ade4d1fbabc3d36ed381e6e.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=7911922&cate=112760
317,TeamGroup MS30 M.2 SATA,256GB,"114,000",M.2 (2280) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 실리콘모션 SM2258XT / [성능] 순차읽기 : 530MB/s / 순차쓰기 : 430MB/s / [지원기능] TRIM / ECC / DEVSLP / SLC캐싱 / GC / S.M.A.R.T / [환경특성] MTBF : 150만 / TBW : 256TB / A/S기간 : 3년 / 두께 : 3.5mm 닫기,https://img.danuri.io/catalog-image/922/911/007/1ac7741c6ade4d1fbabc3d36ed381e6e.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=7911898&cate=112760
318,MSI SPATIUM M560 M.2 NVMe,1TB,"383,040","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / 컨트롤러 : 파이슨 PS5031-E31T / [성능] 순차읽기 : 10,200MB/s / 순차쓰기 : 8,400MB/s / 읽기IOPS : 1,300K / 쓰기IOPS : 1,400K / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 150만 / TBW : 600TB / PS5 호환 / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.15mm 닫기",https://img.danuri.io/catalog-image/663/440/093/3a398bcbcc9241928c2ee95601d14ac7.jpg?shrink=130:130&_v=20260921090406,https://prod.danawa.com/info/?pcode=93440663&cate=112760
319,화웨이 eKitStor Xtreme 200E M.2 NVMe,1TB,"256,490","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 7,000MB/s / 순차쓰기 : 6,500MB/s / 읽기IOPS : 900K / 쓰기IOPS : 1,000K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 400TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.7mm 닫기",https://img.danuri.io/catalog-image/480/121/073/ea525cee0b894d7094b0aa31ab9dd149.jpg?shrink=130:130&_v=20260921135718,https://prod.danawa.com/info/?pcode=73121480&cate=112760
320,트랜센드 MTS830S M.2 SATA,1TB,"488,980","M.2 (2280) / SATA3 (6Gb/s) / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 80K / 쓰기IOPS : 85K / [지원기능] TRIM / ECC / DEVSLP / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 280TB / A/S기간 : 5년 , 제한보증 / 두께 : 3.58mm / 9g 닫기",https://img.danuri.io/catalog-image/502/798/006/f686ff06d8a74c5f8972a08b2bff8131.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=6938563&cate=112760
321,트랜센드 MTS830S M.2 SATA,512GB,"275,000","M.2 (2280) / SATA3 (6Gb/s) / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 80K / 쓰기IOPS : 85K / [지원기능] TRIM / ECC / DEVSLP / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 280TB / A/S기간 : 5년 , 제한보증 / 두께 : 3.58mm / 9g 닫기",https://img.danuri.io/catalog-image/502/798/006/f686ff06d8a74c5f8972a08b2bff8131.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=6798502&cate=112760
322,트랜센드 MTS830S M.2 SATA,256GB,"186,950","M.2 (2280) / SATA3 (6Gb/s) / DRAM 탑재 / 컨트롤러 : 기타 / [성능] 순차읽기 : 560MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 80K / 쓰기IOPS : 85K / [지원기능] TRIM / ECC / DEVSLP / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 280TB / A/S기간 : 5년 , 제한보증 / 두께 : 3.58mm / 9g 닫기",https://img.danuri.io/catalog-image/502/798/006/f686ff06d8a74c5f8972a08b2bff8131.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=6798490&cate=112760
323,트랜센드 SSD225S,2TB,"909,490","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 330MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / DEVSLP / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 90TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 45g 닫기",https://img.danuri.io/catalog-image/367/719/017/f310baa78fdc4b48a1336134e1e73e16.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=17719115&cate=112760
324,트랜센드 SSD225S,1TB,"427,980","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 330MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / DEVSLP / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 90TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 45g 닫기",https://img.danuri.io/catalog-image/367/719/017/f310baa78fdc4b48a1336134e1e73e16.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=17719241&cate=112760
325,트랜센드 SSD225S,500GB,"199,980","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 330MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / DEVSLP / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 90TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 45g 닫기",https://img.danuri.io/catalog-image/367/719/017/f310baa78fdc4b48a1336134e1e73e16.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=17719292&cate=112760
326,트랜센드 SSD225S,250GB,"122,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 330MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / DEVSLP / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 90TB / A/S기간 : 5년 , 제한보증 / 두께 : 6.8mm / 45g 닫기",https://img.danuri.io/catalog-image/367/719/017/f310baa78fdc4b48a1336134e1e73e16.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=17719367&cate=112760
327,킹스톤 FURY Renegade G5 M.2 NVMe,4TB,"2,275,310","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 실리콘모션 SM2508 / [성능] 순차읽기 : 14,700MB/s / 순차쓰기 : 14,000MB/s / 읽기IOPS : 2,200K / 쓰기IOPS : 2,200K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 2,000TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.3mm / 7.7g 닫기",https://img.danuri.io/catalog-image/120/773/096/d88367943ea548cda80d4742d7bba534.jpg?shrink=130:130&_v=20260921080455,https://prod.danawa.com/info/?pcode=96772838&cate=112760
328,킹스톤 FURY Renegade G5 M.2 NVMe,2TB,"1,200,000","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 실리콘모션 SM2508 / [성능] 순차읽기 : 14,700MB/s / 순차쓰기 : 14,000MB/s / 읽기IOPS : 2,200K / 쓰기IOPS : 2,200K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 2,000TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.3mm / 7.7g 닫기",https://img.danuri.io/catalog-image/120/773/096/d88367943ea548cda80d4742d7bba534.jpg?shrink=130:130&_v=20260921080455,https://prod.danawa.com/info/?pcode=96773120&cate=112760
329,킹스톤 FURY Renegade G5 M.2 NVMe,1TB,"787,680","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 실리콘모션 SM2508 / [성능] 순차읽기 : 14,700MB/s / 순차쓰기 : 14,000MB/s / 읽기IOPS : 2,200K / 쓰기IOPS : 2,200K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 2,000TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.3mm / 7.7g 닫기",https://img.danuri.io/catalog-image/120/773/096/d88367943ea548cda80d4742d7bba534.jpg?shrink=130:130&_v=20260921080455,https://prod.danawa.com/info/?pcode=96773153&cate=112760
330,타무즈 GKX370 mSATA,512GB,"191,600","Mini SATA(mSATA) / SATA3 (6Gb/s) / TLC / 컨트롤러 : ASolid AS2258 / [성능] 순차읽기 : 550MB/s / 순차쓰기 : 500MB/s / [지원기능] TRIM / ECC / SLC캐싱 / GC / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 256TB / A/S기간 : 제한보증 , 3년 / 두께 : 2mm / 8.5g / [기타] 두께 3.5mm에서 2mm로 수정되었습니다(20.01.18) 닫기",https://img.danuri.io/catalog-image/049/034/010/def834095273404bbe0f3cbc65ccb716.jpg?shrink=130:130&_v=20260921142644,https://prod.danawa.com/info/?pcode=10034049&cate=112760
331,타무즈 GKX370 mSATA,256GB,"109,000","Mini SATA(mSATA) / SATA3 (6Gb/s) / TLC / 컨트롤러 : ASolid AS2258 / [성능] 순차읽기 : 550MB/s / 순차쓰기 : 500MB/s / [지원기능] TRIM / ECC / SLC캐싱 / GC / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 256TB / A/S기간 : 제한보증 , 3년 / 두께 : 2mm / 8.5g / [기타] 두께 3.5mm에서 2mm로 수정되었습니다(20.01.18) 닫기",https://img.danuri.io/catalog-image/049/034/010/def834095273404bbe0f3cbc65ccb716.jpg?shrink=130:130&_v=20260921142644,https://prod.danawa.com/info/?pcode=10034037&cate=112760
332,AGI AI858 M.2 NVMe,1TB,"389,000","M.2 (2280) / PCIe5.0x4 (128GT/s) / DRAM 탑재 / 컨트롤러 : 실리콘모션 SMI2508 / [성능] 순차읽기 : 14,000MB/s / 순차쓰기 : 10,000MB/s / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 160만 / TBW : 750TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 11mm / 23g 닫기",https://img.danuri.io/catalog-image/508/680/122/dd681b6974c9404a87db3e0a66752e17.jpeg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=122680508&cate=112760
333,타무즈 GKM330 M.2 SATA,512GB,"121,670","M.2 (2280) / SATA3 (6Gb/s) / TLC / 컨트롤러 : ASolid AS2258 / [성능] 순차읽기 : 550MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 90K / 쓰기IOPS : 85K / [지원기능] TRIM / ECC / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 125TB / A/S기간 : 제한보증 , 3년 / 두께 : 2.25mm / 최대 11g 닫기",https://img.danuri.io/catalog-image/295/701/009/2c319cf1359e4a858f98d23a2ea56ec1.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=9701343&cate=112760
334,타무즈 GKM330 M.2 SATA,256GB,"81,690","M.2 (2280) / SATA3 (6Gb/s) / TLC / 컨트롤러 : ASolid AS2258 / [성능] 순차읽기 : 550MB/s / 순차쓰기 : 500MB/s / 읽기IOPS : 90K / 쓰기IOPS : 85K / [지원기능] TRIM / ECC / GC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 125TB / A/S기간 : 제한보증 , 3년 / 두께 : 2.25mm / 최대 11g 닫기",https://img.danuri.io/catalog-image/295/701/009/2c319cf1359e4a858f98d23a2ea56ec1.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=9701295&cate=112760
